id,user_id,action,table_name,record_id,old_values,new_values,ip_address,user_agent,created_at,correlation_id,workflow_id,reason,diff,severity,company_id
941dc11c-d122-469b-a7a2-d1494839353b,a0000000-0000-0000-0000-000000000001,estimate.item_added,estimate_items,95ab0de7-6170-457a-858a-df74c4a5660f,,"{""hsp"":278300,""amount"":2783000,""assembly"":""[TEST-EI]3.6.1.1"",""quantity"":10}",127.0.0.1,lightMyRequest,2026-07-28T19:22:52.217Z,,,,,info,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
17230383-42fa-4dba-8dfa-d0348c1fd389,a0000000-0000-0000-0000-000000000001,estimate.item_removed,estimate_items,95ab0de7-6170-457a-858a-df74c4a5660f,,"{""version_total"":0}",127.0.0.1,lightMyRequest,2026-07-28T19:22:53.348Z,,,,,info,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
82e54584-c0e7-4ebe-acdb-634c28fcbf46,a0000000-0000-0000-0000-000000000001,cecep.rebar_added,rebar_takeoff,ccd9c629-e3cd-459b-b7fa-75c9c99c7b61,,"{""d"":16,""kg"":369.30816000000004,""item"":""6580aa94-cc6b-4177-ad2e-98140f4aaf7a"",""type"":""BjTS""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:01.791Z,,,,,info,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
68d2f1a4-69c1-4605-a210-620e83d9a544,a0000000-0000-0000-0000-000000000001,lessons.submitted,lessons_learned_records,5bfcffda-b74f-4331-9fb3-38a54b6d2534,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:08.353Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
5989e83f-4f13-4525-b763-5483664b14c5,a0000000-0000-0000-0000-000000000001,lessons.submitted,lessons_learned_records,06f030cf-b463-4523-97c0-96f0438598d5,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:08.779Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
6cc92c97-b54a-452c-8a5c-6832c5598d43,a0000000-0000-0000-0000-000000000001,lessons.propagated,lessons_learned_records,397f3bd1-da85-4cbe-be03-1019d5fabd76,,"{""status"":""propagated"",""propagated"":[{""target_type"":""productivity"",""created_record_id"":""41a52bfa-8c8f-454d-bfd5-15db1f595e4c""}]}",127.0.0.1,lightMyRequest,2026-07-28T19:23:09.939Z,,,,,critical,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
2096bea7-d4e4-445b-9199-6fab6fc01642,a0000000-0000-0000-0000-000000000001,lessons.submitted,lessons_learned_records,301486a6-53b4-4d15-9823-cb125039a1af,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:10.181Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
3c57374f-e19d-4c3a-9462-5968d42483cc,a0000000-0000-0000-0000-000000000001,lessons.propagated,lessons_learned_records,301486a6-53b4-4d15-9823-cb125039a1af,,"{""status"":""propagated"",""propagated"":[{""target_type"":""price_book"",""created_record_id"":""600e7585-f078-44d3-a144-c781c50a1c71""}]}",127.0.0.1,lightMyRequest,2026-07-28T19:23:10.597Z,,,,,critical,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
dcae644e-b888-447b-9188-09c61000216d,a0000000-0000-0000-0000-000000000001,lessons.submitted,lessons_learned_records,475a70a2-7ce4-4657-944d-a85e110c8583,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:10.885Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
222288e3-63d4-47c0-ac24-beeb1c3934db,a0000000-0000-0000-0000-000000000001,pricebook.verified,price_book_entries,561b4656-9825-435f-aac5-fc6f2506a7cb,,"{""to"":""verified"",""from"":""draft""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:13.717Z,,,,,info,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
ece3f60c-7349-4670-8596-beb51674c246,a0000000-0000-0000-0000-000000000001,pricebook.active,price_book_entries,561b4656-9825-435f-aac5-fc6f2506a7cb,,"{""to"":""active"",""from"":""verified""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:13.893Z,,,,,info,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cf6bf674-7fad-47ce-a0af-b68a606ff940,a0000000-0000-0000-0000-000000000001,invoice.amount,invoices,1e9ed4a3-d869-44ab-abf0-a4c57fc30ddb,,"{""total_amount"":18000000,""invoice_number"":""INV/2026/07/002""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:19.120Z,,,,,critical,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
4396a463-d1de-4809-905b-3af8093544f7,a0000000-0000-0000-0000-000000000001,estimate.submitted,estimate_versions,13ccb46e-90af-4184-949a-01c1e47060b6,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:22.970Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
ae87860d-f2e9-4b07-9418-41cd66675900,a0000000-0000-0000-0000-000000000001,estimate.submitted,estimate_versions,c2b879b4-3c9b-41d0-b547-614e61043a4a,,"{""status"":""under_review""}",127.0.0.1,lightMyRequest,2026-07-28T19:23:23.506Z,,,,,warning,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
